epoch,train_loss,valid_loss,accuracy,time
0,1.967120,#na#,00:20
epoch,train_loss,valid_loss,accuracy,time
0,3.151799,#na#,00:21
epoch,train_loss,valid_loss,accuracy,time
0,1.330891,1.290427,0.393689,2:50:59
1,1.329944,1.291422,0.392801,2:50:35
2,1.326756,1.289848,0.394596,2:50:16
3,1.331510,1.292624,0.393261,2:49:37
4,1.326065,1.289033,0.393887,2:50:03
5,1.325613,1.288651,0.395858,2:49:42
6,1.320193,1.283958,0.397779,2:49:32
7,1.315360,1.279820,0.400349,2:49:37
8,1.310343,1.277141,0.401545,2:49:31
9,1.305642,1.273468,0.403171,2:49:35
epoch,train_loss,valid_loss,accuracy,time
0,1.329367,1.287569,0.393689,2:50:59
1,1.332023,1.288538,0.392801,2:50:35
2,1.326902,1.286965,0.394596,2:50:15
3,1.329758,1.289886,0.393261,2:49:37
4,1.325487,1.286209,0.393887,2:50:03
5,1.323610,1.285889,0.395858,2:49:42
6,1.322324,1.281167,0.397779,2:49:31
7,1.314773,1.277025,0.400349,2:49:36
8,1.313854,1.274443,0.401545,2:49:31
9,1.306602,1.270771,0.403171,2:49:35
