epoch,train_loss,valid_loss,accuracy,time
0,nan,#na#,00:08
epoch,train_loss,valid_loss,accuracy,time
0,4.119043,4.098086,0.050197,03:20
1,4.032006,4.020222,0.061305,03:20
epoch,train_loss,valid_loss,accuracy,time
0,17.490454,#na#,00:17
epoch,train_loss,valid_loss,accuracy,time
0,4.024199,4.020500,0.061243,02:54
1,4.026229,4.029071,0.060491,02:54
2,4.031525,4.027110,0.059989,02:54
3,4.030227,4.037631,0.055786,02:55
4,4.025295,4.024472,0.060983,02:54
5,4.012331,4.020692,0.061423,02:55
6,4.000741,4.018800,0.061890,02:55
7,3.982873,4.022673,0.060528,02:54
8,3.966011,4.020785,0.062038,02:55
9,3.947658,4.025502,0.061804,02:54
10,3.914800,4.032804,0.061413,02:55
11,3.886812,4.046237,0.060840,02:54
12,3.842710,4.063816,0.059641,02:54
13,3.801422,4.080610,0.058780,02:54
14,3.755438,4.101564,0.057399,02:54
15,3.714577,4.123251,0.056389,02:54
16,3.666284,4.142193,0.055533,02:54
17,3.633272,4.158208,0.054998,02:55
18,3.610749,4.167486,0.054526,02:54
19,3.598748,4.171247,0.054511,02:54
