epoch,train_loss,valid_loss,accuracy,time
0,1.593767,#na#,12:05
epoch,train_loss,valid_loss,accuracy,time
0,0.873946,0.647846,0.732671,2:15:22
1,0.873065,0.648404,0.719023,2:12:50
2,0.873379,0.633347,0.745560,2:10:51
3,0.851838,0.631016,0.726637,2:10:56
4,0.812671,0.642134,0.732210,2:13:36
epoch,train_loss,valid_loss,accuracy,time
0,0.669615,0.572123,0.741239,2:23:47
1,0.591646,0.426552,0.813145,2:10:48
2,0.216825,0.104342,0.970580,2:17:55
3,0.168102,0.091602,0.973471,2:21:16
4,0.153763,0.088532,0.973971,2:15:09
5,0.151508,0.086405,0.974727,2:11:17
6,0.155223,0.085658,0.974968,2:17:15
7,0.141767,0.084789,0.975121,2:24:03
8,0.144349,0.084910,0.975224,2:13:12
9,0.152159,0.084841,0.975243,2:13:01
epoch,train_loss,valid_loss,accuracy,time
epoch,train_loss,valid_loss,accuracy,time
epoch,train_loss,valid_loss,accuracy,time
0,0.170822,#na#,11:57
epoch,train_loss,valid_loss,accuracy,time
0,0.141408,0.082280,0.975854,4:28:13
1,0.135315,0.081191,0.976201,4:54:45
2,0.128637,0.081096,0.976267,4:22:25
3,0.127794,0.079229,0.976906,4:23:41
4,0.127650,0.079054,0.976945,4:23:07
5,0.131067,0.077976,0.977217,4:40:04
6,0.126059,0.078125,0.977303,4:26:10
7,0.112130,0.077731,0.977418,4:48:44
8,0.120943,0.077638,0.977489,4:49:40
9,0.129920,0.077655,0.977493,4:48:54
