epoch,train_loss,valid_loss,accuracy,time
0,0.914936,#na#,00:39
epoch,train_loss,valid_loss,accuracy,time
0,0.838497,#na#,00:43
epoch,train_loss,valid_loss,accuracy,time
0,0.466738,0.426834,0.811724,08:46
1,0.465788,0.435705,0.807748,08:46
2,0.453542,0.396926,0.828269,08:46
3,0.447281,0.407606,0.821930,08:47
4,0.446463,0.394516,0.830031,08:46
5,0.445474,0.399375,0.827646,08:46
6,0.434540,0.382276,0.836821,08:47
7,0.430416,0.367914,0.844493,08:47
8,0.430870,0.373044,0.839830,08:47
9,0.425190,0.372783,0.840453,08:47
epoch,train_loss,valid_loss,accuracy,time
0,0.459224,0.427592,0.811724,08:47
1,0.441549,0.443571,0.807748,08:46
2,0.439631,0.398982,0.828269,08:46
3,0.438039,0.409203,0.821930,08:46
4,0.428970,0.393702,0.830031,08:47
5,0.414798,0.400851,0.827646,08:46
6,0.414066,0.384268,0.836821,08:47
7,0.411387,0.369768,0.844493,08:47
8,0.400484,0.375049,0.839830,08:47
9,0.400607,0.375316,0.840453,08:47
epoch,train_loss,valid_loss,accuracy,time
0,0.380739,0.340306,0.858890,09:28
1,0.346835,0.331585,0.861382,09:31
2,0.308144,0.337694,0.858975,09:32
3,0.284551,0.343681,0.859878,09:31
4,0.253297,0.328951,0.865852,09:32
5,0.236856,0.332492,0.865959,09:32
6,0.210572,0.327753,0.870514,09:33
7,0.197794,0.333873,0.864283,09:35
8,0.189560,0.329296,0.869483,09:34
9,0.179290,0.340800,0.866453,09:34
epoch,train_loss,valid_loss,accuracy,time
0,0.366936,0.340927,0.858890,09:28
1,0.335203,0.335956,0.861382,09:31
2,0.299193,0.341915,0.858975,09:31
3,0.268376,0.355203,0.859878,09:31
4,0.241097,0.339447,0.865852,09:32
5,0.225295,0.345295,0.865959,09:32
6,0.199112,0.337945,0.870514,09:33
7,0.186802,0.350848,0.864283,09:35
8,0.165364,0.344294,0.869483,09:34
9,0.165937,0.357200,0.866453,09:34
epoch,train_loss,valid_loss,accuracy,time
0,0.186981,0.330833,0.871030,16:07
1,0.185878,0.315170,0.876767,16:06
2,0.166669,0.328357,0.872491,16:04
3,0.147264,0.334563,0.875242,16:04
4,0.124921,0.333203,0.882268,16:04
5,0.106927,0.344451,0.882913,16:04
6,0.093409,0.350154,0.885126,16:07
7,0.083785,0.379333,0.874060,16:06
8,0.098427,0.376157,0.877519,16:06
9,0.084707,0.379821,0.877820,16:07
epoch,train_loss,valid_loss,accuracy,time
0,0.176349,0.345355,0.871030,16:07
1,0.170837,0.327650,0.876767,16:06
2,0.151378,0.342279,0.872491,16:04
3,0.137602,0.348260,0.875242,16:04
4,0.121146,0.343694,0.882268,16:04
5,0.103134,0.354517,0.882913,16:04
6,0.094301,0.361291,0.885126,16:07
7,0.086820,0.392533,0.874060,16:06
8,0.074950,0.389712,0.877519,16:06
9,0.082968,0.393495,0.877820,16:07
epoch,train_loss,valid_loss,accuracy,time
0,0.088564,0.374817,0.879303,20:15
1,0.080718,0.379891,0.880721,20:16
2,0.085018,0.379617,0.881667,20:12
3,0.073434,0.380475,0.882075,20:15
4,0.065818,0.383496,0.883794,20:13
5,0.066115,0.398140,0.881946,20:14
6,0.063828,0.407716,0.882118,20:15
7,0.056523,0.434241,0.878314,20:15
8,0.066003,0.418933,0.879776,20:13
9,0.058172,0.421154,0.880571,20:15
epoch,train_loss,valid_loss,accuracy,time
0,0.080923,0.390746,0.879303,20:16
1,0.076195,0.393761,0.880721,20:17
2,0.073676,0.392990,0.881667,20:13
3,0.077870,0.400683,0.882075,20:14
4,0.063869,0.399041,0.883794,20:13
5,0.057118,0.415475,0.881946,20:13
6,0.062364,0.425346,0.882118,20:15
7,0.059517,0.451177,0.878314,20:15
8,0.054827,0.436389,0.879776,20:13
9,0.048725,0.438733,0.880571,20:15
epoch,train_loss,valid_loss,accuracy,time
0,0.470598,0.425126,0.812906,08:48
1,0.463342,0.417792,0.817246,08:50
2,0.465759,0.420606,0.817246,08:51
3,0.447967,0.418366,0.826293,08:51
4,0.457918,0.396677,0.830998,08:51
5,0.446479,0.410155,0.826378,08:50
6,0.441545,0.395397,0.833190,08:50
7,0.433372,0.390950,0.834587,08:50
8,0.429106,0.385063,0.836843,08:50
9,0.422397,0.388123,0.835468,08:47
epoch,train_loss,valid_loss,accuracy,time
0,0.456050,0.427600,0.812906,08:49
1,0.455677,0.421534,0.817246,08:52
2,0.440191,0.423266,0.817246,08:50
3,0.447473,0.414111,0.826293,08:51
4,0.436818,0.398241,0.830998,08:51
5,0.430820,0.408784,0.826378,08:50
6,0.417247,0.398151,0.833190,08:50
7,0.410287,0.392264,0.834587,08:50
8,0.405254,0.388700,0.836843,08:50
9,0.404458,0.391917,0.835468,08:47
epoch,train_loss,valid_loss,accuracy,time
0,0.380309,0.358653,0.848060,09:33
1,0.332154,0.344784,0.853152,09:32
2,0.289025,0.322824,0.867785,09:39
3,0.257969,0.316440,0.871073,09:40
4,0.241374,0.322081,0.868946,09:38
epoch,train_loss,valid_loss,accuracy,time
0,0.360885,0.367717,0.848060,09:34
1,0.313033,0.349285,0.853152,09:32
2,0.263648,0.328389,0.867785,09:39
3,0.235379,0.322914,0.871073,09:40
4,0.222252,0.331006,0.868946,09:38
epoch,train_loss,valid_loss,accuracy,time
0,0.211486,0.324388,0.873200,16:11
1,0.192075,0.314992,0.877648,16:06
