epoch,train_loss,valid_loss,accuracy,time
0,0.796524,#na#,03:33
epoch,train_loss,valid_loss,accuracy,time
0,0.821877,#na#,03:32
epoch,train_loss,valid_loss,accuracy,time
0,0.562620,0.546218,0.699563,32:39
1,0.560457,0.538395,0.704789,32:41
2,0.557153,0.538098,0.705186,32:40
3,0.554121,0.534503,0.708653,32:41
4,0.552645,0.531573,0.709198,32:40
5,0.552884,0.530881,0.709692,32:41
6,0.547702,0.528084,0.710398,32:40
7,0.545655,0.526961,0.711737,32:41
8,0.545597,0.525647,0.712074,32:41
9,0.542428,0.525358,0.712787,32:41
epoch,train_loss,valid_loss,accuracy,time
0,0.565467,0.547171,0.699563,32:39
1,0.558168,0.539712,0.704789,32:41
2,0.555985,0.539163,0.705186,32:40
3,0.553500,0.534896,0.708653,32:41
4,0.555157,0.532826,0.709198,32:41
5,0.549542,0.531607,0.709692,32:41
6,0.548708,0.529072,0.710398,32:41
7,0.547765,0.528070,0.711737,32:41
8,0.542681,0.526815,0.712074,32:40
9,0.544821,0.526377,0.712787,32:41
epoch,train_loss,valid_loss,accuracy,time
0,0.501243,0.493399,0.736698,35:04
1,0.444506,0.457600,0.763467,35:05
2,0.395876,0.436345,0.776698,35:04
3,0.363848,0.429017,0.785050,35:05
4,0.346874,0.427951,0.786082,35:04
5,0.323642,0.421733,0.794388,35:05
6,0.308126,0.421126,0.797231,35:05
7,0.302527,0.416085,0.800383,35:06
8,0.295434,0.416664,0.801379,35:05
9,0.292490,0.414238,0.802124,35:05
epoch,train_loss,valid_loss,accuracy,time
0,0.500448,0.494791,0.736698,35:05
1,0.448551,0.459619,0.763467,35:05
2,0.397092,0.438815,0.776698,35:04
3,0.361061,0.430065,0.785050,35:05
4,0.340317,0.427745,0.786082,35:04
5,0.322432,0.421650,0.794388,35:05
6,0.313409,0.420737,0.797231,35:05
7,0.297986,0.415885,0.800383,35:05
8,0.292162,0.416386,0.801379,35:05
9,0.289600,0.413887,0.802124,35:05
epoch,train_loss,valid_loss,accuracy,time
0,0.642456,#na#,03:51
epoch,train_loss,valid_loss,accuracy,time
0,0.566943,#na#,03:53
epoch,train_loss,valid_loss,accuracy,time
0,0.285822,0.412184,0.803621,1:12:11
1,0.251736,0.410757,0.810211,1:12:11
2,0.216345,0.414011,0.813714,1:12:08
3,0.196097,0.420228,0.816834,1:12:08
4,0.191719,0.421398,0.818034,1:12:11
epoch,train_loss,valid_loss,accuracy,time
0,0.277596,0.411058,0.803621,1:12:11
1,0.244948,0.410044,0.810211,1:12:11
2,0.208486,0.413114,0.813714,1:12:08
3,0.196884,0.419333,0.816834,1:12:08
4,0.188493,0.420794,0.818034,1:12:10
epoch,train_loss,valid_loss,accuracy,time
0,0.190166,0.420184,0.817890,1:32:34
1,0.175940,0.424035,0.819832,1:32:35
2,0.168143,0.431824,0.821074,1:32:36
3,0.154172,0.436778,0.822124,1:32:36
4,0.154419,0.437081,0.822622,1:32:33
epoch,train_loss,valid_loss,accuracy,time 
0,0.192078,0.418685,0.817890,1:32:34
1,0.175402,0.423137,0.819832,1:32:35
2,0.165561,0.430813,0.821074,1:32:36
3,0.161374,0.435925,0.822124,1:32:36
4,0.150115,0.436604,0.822622,1:32:33
