epoch,train_loss,valid_loss,accuracy,time
0,38.533871,#na#,02:01
epoch,train_loss,valid_loss,accuracy,time
0,28.974970,#na#,02:25
epoch,train_loss,valid_loss,accuracy,time
0,44.034245,#na#,02:33
epoch,train_loss,valid_loss,accuracy,time
0,6.179371,7.069111,0.004541,25:40
1,5.940483,7.073427,0.006996,24:10
2,5.865734,7.051592,0.006723,23:57
3,5.863536,7.042380,0.006467,24:32
4,5.807183,7.047137,0.007051,25:24
5,5.770100,7.043304,0.006608,25:33
6,5.801616,7.030649,0.008438,25:12
7,5.752056,7.041686,0.008184,23:58
8,5.720680,7.017245,0.008357,24:31
9,5.794761,7.070141,0.008582,23:45
epoch,train_loss,valid_loss,accuracy,time
0,5.276750,6.878042,0.013261,24:53
1,4.880411,6.864903,0.022244,26:44
2,4.429494,6.785746,0.026740,26:40
3,4.290222,6.771733,0.030730,25:43
4,4.181459,6.768077,0.034858,25:10
5,4.056604,6.740161,0.037004,24:58
6,4.068118,6.789787,0.038186,26:02
7,3.973080,6.785263,0.039434,25:02
8,3.885369,6.687241,0.040501,25:45
9,3.980672,6.834310,0.039875,26:42
epoch,train_loss,valid_loss,accuracy,time
0,3.799152,6.726764,0.042320,39:51
1,3.701797,6.747683,0.048143,43:18
2,3.341259,6.697921,0.055300,42:26
3,3.198117,6.711495,0.066932,40:51
4,2.993920,6.690476,0.073917,41:08
5,2.924139,6.698544,0.082556,41:07
6,2.830870,6.705507,0.087536,40:00
7,2.707441,6.660466,0.088554,41:40
8,2.704540,6.678428,0.090743,42:42
9,2.717826,6.656614,0.090767,39:21
epoch,train_loss,valid_loss,accuracy,time
0,2.686883,6.657602,0.091499,50:28
1,2.671251,6.655911,0.091364,49:47
2,2.660431,6.670591,0.094324,51:28
3,2.686301,6.699402,0.094887,49:52
4,2.666727,6.712466,0.097953,49:47
5,2.612702,6.704393,0.099897,48:52
6,2.610255,6.707285,0.100935,49:57
7,2.549475,6.680023,0.102223,54:20
8,2.513878,6.648556,0.102229,51:17
9,2.583285,6.715454,0.102640,49:34
